College ID,Country,Total Students,Male,Female,CGPA,Annual Family Income,Branch,Sports,Research Papers Published,Placement Rate,Faculty Count
College 77,USA,10313,11626,-1313,9.3506705,361341,Physics,Football,18,75.25,254
College 56,Japan,23730,7482,5117,8.5323635,3004727,Chemical Engineering,Badminton,48,95.53999999999999,500
College 49,China,13434,13391,43,5.573220999999999,606442,Computer Science,Athletics,14,84.73,384
College 16,Canada,26180,12523,11106,9.114981499999999,4189963,Physics,Cricket,26,69.36999999999999,610
College 73,India,21855,5781,10672,8.9718485,2223697,Physics,Chess,44,99.37,643
College 74,South Africa,7769,8868,-1099,7.145862,2071724,Civil Engineering,Swimming,37,71.7,296
College 93,Switzerland,7187,2918,4269,6.9516895000000005,1183379,Civil Engineering,Football,24,77.46000000000001,417
College 9,Japan,15565,14094,1471,10.0,4416086,Civil Engineering,Tennis,6,88.89999999999999,239
College 33,Japan,19182,3759,13086,7.770009,2540018,Economics,Basketball,18,70.64,522
College 88,South Africa,26886,8675,8534,8.1085835,1397167,Mechanical Engineering,Athletics,4,68.84,354
College 35,South Africa,3882,12527,-8645,9.1801205,4840241,Mechanical Engineering,Swimming,48,100.0,249
College 75,USA,7279,10160,-2881,8.667493499999999,2314987,Business Administration,Swimming,49,88.04,268
College 39,Canada,12848,6509,1869,10.0,4169952,Computer Science,Chess,28,89.13,232
College 77,Japan,12060,3128,6855,8.502381,2064762,Electrical Engineering,Cricket,16,78.22999999999999,273
College 87,USA,4854,14075,-9221,9.5876915,3055383,Computer Science,Basketball,5,96.13,201
College 25,South Africa,25583,5889,8559,6.2430775,686155,Physics,Basketball,19,89.28,332
College 80,Singapore,18655,5601,2099,8.561556,3603112,Mechanical Engineering,Tennis,4,82.23,539
College 56,Japan,19128,4292,4702,8.59044,2980880,Economics,Tennis,32,87.56,440
College 48,Switzerland,1753,12054,-10301,10.0,4763161,Computer Science,Athletics,39,100.0,280
College 85,USA,25799,6754,3870,8.374475,1288950,Physics,Tennis,32,86.60000000000001,317
College 10,Japan,28734,3017,9613,9.658408,2796816,Electrical Engineering,Tennis,49,69.04,492
College 41,Canada,16296,691,12008,10.0,4519474,Civil Engineering,Basketball,16,75.28,290
College 83,India,9701,8383,1318,8.9551245,4010249,Mathematics,Volleyball,4,97.35000000000001,488
College 99,Canada,13845,7607,2063,9.127473,3034946,Business Administration,Badminton,8,73.36999999999999,214
College 59,USA,12363,7551,4812,9.24164,643280,Economics,Tennis,44,91.78,175
College 28,Singapore,28398,4813,6335,8.3568035,1473607,Mathematics,Basketball,0,97.27,382
College 41,UK,28469,9109,2584,8.3694385,3138877,Civil Engineering,Swimming,19,75.92,472
College 66,USA,18929,13206,5723,9.023438,1446876,Mechanical Engineering,Athletics,21,97.89,265
College 51,China,27209,8848,13804,5.81996,819920,Biotechnology,Athletics,3,77.86999999999999,620
College 62,China,26762,4498,14632,7.6177945000000005,1915589,Chemical Engineering,Swimming,41,68.32,764
College 30,USA,23119,6325,13798,5.5960505,352101,Mathematics,Athletics,48,94.57,286
College 40,China,20503,12885,7618,9.9134295,4146859,Mechanical Engineering,Basketball,23,80.47,465
College 40,Australia,21926,5134,11777,6.2149375000000004,949875,Economics,Basketball,40,64.78999999999999,486
College 69,UK,13988,4480,1895,10.0,1545207,Biotechnology,Badminton,42,88.79,309
College 62,China,3656,11072,-7416,8.4546215,749243,Electrical Engineering,Tennis,30,85.12,291
College 15,Singapore,24243,4893,823,7.915634,1291268,Mathematics,Swimming,20,94.82,530
College 100,Singapore,4468,5727,-1259,7.4718255,1323651,Civil Engineering,Chess,16,89.16999999999999,367
College 3,USA,6726,9067,-2341,8.441554,3103108,Mechanical Engineering,Chess,26,92.82,447
College 24,Singapore,5302,10153,-4851,9.2716175,3963235,Physics,Badminton,28,69.35,219
College 41,USA,12618,13188,-570,8.835572,371144,Mechanical Engineering,Chess,36,85.44999999999999,527
College 63,Singapore,3312,3075,237,10.0,4508394,Civil Engineering,Basketball,38,88.42999999999999,137
College 48,Canada,1069,11801,-10732,7.7638430000000005,4307686,Mathematics,Volleyball,23,92.07,237
College 61,South Africa,21452,10118,8339,7.6400495,3200099,Physics,Chess,32,84.97,508
College 48,Singapore,23722,11315,3788,7.7155865,1931173,Economics,Basketball,0,65.05,307
College 47,Singapore,13523,2614,2963,8.925065,1630130,Civil Engineering,Volleyball,36,94.16,571
College 56,Switzerland,6479,6935,-456,9.865417,3250834,Mathematics,Basketball,48,81.78,459
College 76,India,18293,507,8191,10.0,4949723,Physics,Tennis,21,83.05999999999999,512
College 8,Switzerland,20184,5840,9239,9.0034465,3546893,Civil Engineering,Chess,21,99.0,449
College 78,South Africa,28149,7350,7753,9.463571,2827142,Mathematics,Chess,22,87.89,610
College 18,Singapore,26558,12820,6169,10.0,4238867,Physics,Badminton,33,99.89,520
College 84,USA,25240,13987,7354,7.71462,4089240,Biotechnology,Football,21,85.05999999999999,667
College 23,Singapore,22952,13204,3399,9.931661,3963322,Business Administration,Chess,5,77.37,354
College 69,USA,10059,7832,2227,9.7759915,4831983,Civil Engineering,Chess,36,79.85,358
College 65,China,20185,720,14782,9.238951,1257902,Mechanical Engineering,Tennis,3,67.61999999999999,625
College 46,Switzerland,4808,7107,-2299,6.4126955,1385391,Mechanical Engineering,Basketball,2,93.94,154
College 66,Australia,8895,14519,-5624,8.474492,4288984,Electrical Engineering,Tennis,7,68.16,169
College 80,USA,19521,3673,5320,10.0,2756639,Civil Engineering,Basketball,43,66.93,392
College 69,Australia,13425,4337,8182,8.378293,4196586,Mathematics,Athletics,13,67.39999999999999,329
College 22,South Africa,13838,9829,1882,6.3296125,1039225,Electrical Engineering,Swimming,28,100.0,246
College 65,Canada,29088,6565,8684,8.400268,2680536,Civil Engineering,Cricket,39,94.27000000000001,375
College 12,South Africa,15865,8527,1005,9.6481165,4896233,Biotechnology,Chess,5,96.98,279
College 19,Japan,24929,12536,7129,6.1311375,2202275,Chemical Engineering,Swimming,26,96.89999999999999,738
College 22,China,21297,820,8870,8.541613499999999,363227,Chemical Engineering,Volleyball,20,83.46,361
College 55,USA,18477,11039,525,10.0,3816976,Electrical Engineering,Athletics,15,63.63,506
College 62,Japan,21450,5894,13013,7.378293,1836586,Biotechnology,Tennis,45,64.53999999999999,398
College 51,China,17708,1313,12592,9.474516,2929032,Chemical Engineering,Swimming,18,73.83,674
College 48,UK,26794,5485,11759,8.380582,1481164,Civil Engineering,Tennis,0,63.27,700
College 17,Singapore,21664,7248,4636,9.3912845,2122569,Physics,Football,20,96.14,407
College 13,Switzerland,21526,5881,5085,7.446292499999999,852585,Chemical Engineering,Tennis,9,91.2,485
College 28,USA,12439,3906,3409,8.1082545,3796509,Chemical Engineering,Badminton,30,75.82,535
College 67,Australia,1956,3491,-1535,8.8226185,2325237,Economics,Basketball,25,96.02,496
College 5,India,21871,2868,9270,9.6052415,3370483,Civil Engineering,Badminton,41,83.89,633
College 100,China,7601,787,3166,10.0,4370539,Mathematics,Athletics,10,99.9,465
College 60,UK,28498,3966,7501,8.247166499999999,2134333,Physics,Chess,43,70.16,490
College 15,Switzerland,6912,14661,-7749,10.0,3463894,Electrical Engineering,Football,46,84.3,257
College 81,Japan,18763,10757,6913,9.33114,3762280,Civil Engineering,Badminton,25,67.73,514
College 44,Canada,24874,8321,6593,10.0,4905888,Business Administration,Badminton,0,89.46,611
College 46,Switzerland,5583,12621,-7038,7.4992909999999995,1078582,Biotechnology,Athletics,4,87.94000000000001,203
College 29,Switzerland,4034,14972,-10938,5.8413945,822789,Chemical Engineering,Swimming,12,76.29,178
College 68,India,5438,944,4494,8.336069,292138,Mathematics,Chess,12,79.65,457
College 96,India,6739,10474,-3735,7.8086535,1477307,Electrical Engineering,Football,26,81.07,366
College 49,Australia,26822,14965,11857,10.0,4730251,Computer Science,Tennis,30,81.84,714
College 43,Canada,19017,5136,7480,7.313302999999999,1686606,Mechanical Engineering,Cricket,17,73.39,269
College 68,UK,19379,12932,6447,9.5324145,3144829,Economics,Tennis,28,85.55,564
College 77,Canada,7640,13264,-5624,10.0,4556792,Business Administration,Basketball,27,100.0,426
College 20,Canada,11106,4964,6142,7.4411705,1742341,Chemical Engineering,Badminton,8,60.82,473
College 18,India,3350,4526,-1176,9.6757795,3611559,Civil Engineering,Volleyball,45,84.38,261
College 64,Japan,20940,7692,8379,8.698733,777466,Computer Science,Badminton,35,79.27,436
College 49,South Africa,1628,8465,-6837,10.0,3349721,Economics,Athletics,8,71.59,468
College 42,China,1052,1394,-342,8.9719455,4543891,Electrical Engineering,Badminton,31,67.0,128
College 12,China,19194,10984,3667,9.8823455,2644691,Computer Science,Chess,3,90.6,364
College 89,UK,23460,3707,1269,8.4494265,2038853,Mathematics,Badminton,44,93.83000000000001,300
College 94,South Africa,7352,7317,35,8.503561,1667122,Civil Engineering,Volleyball,38,73.67999999999999,152
College 79,South Africa,2561,7166,-4605,8.461162,682324,Business Administration,Athletics,4,67.51,247
College 36,India,2238,3027,-789,7.4076155,2095231,Mathematics,Swimming,29,71.28,496
College 8,USA,20288,7983,8935,8.921149,3562298,Computer Science,Athletics,15,92.57,549
College 28,UK,22125,14676,4637,8.7090995,1498199,Chemical Engineering,Swimming,7,70.22,679
College 86,Singapore,14562,13859,703,10.0,4957263,Civil Engineering,Badminton,45,65.95,267
College 60,Japan,2747,3983,-1236,6.7947425,829485,Business Administration,Cricket,20,95.37,192
College 49,Japan,28195,6698,4324,8.399119500000001,1838239,Economics,Cricket,7,62.900000000000006,377
College 38,China,29100,8218,3959,9.304028,1628056,Chemical Engineering,Cricket,48,80.92999999999999,609
College 80,Japan,28612,8241,6855,10.0,1649360,Chemical Engineering,Cricket,47,95.01,730
College 58,UK,4746,1330,3416,10.0,2899952,Physics,Chess,14,94.12,410
College 5,Australia,5707,1196,4511,7.535463,230926,Computer Science,Athletics,32,85.87,371
College 46,Singapore,23505,3625,9523,10.0,3723267,Economics,Cricket,20,97.46,333
College 98,South Africa,7946,8969,-1023,9.801012499999999,1522025,Computer Science,Athletics,21,69.75,446
College 75,USA,15731,1342,4816,8.8885675,2477135,Business Administration,Football,49,65.13,366
College 2,India,29505,12373,1550,9.018207499999999,2596415,Business Administration,Swimming,4,99.73,348
College 89,Switzerland,14948,2291,12657,7.9701555,2600311,Computer Science,Football,49,96.23,647
College 25,South Africa,14806,1846,930,10.0,4812381,Civil Engineering,Football,7,100.0,298
College 1,China,12478,3263,9215,9.7159695,4851939,Biotechnology,Chess,4,65.85000000000001,298
College 95,South Africa,8084,8383,-299,7.7564155,2632831,Civil Engineering,Cricket,8,72.19,171
College 69,UK,21419,4580,10898,7.4190825,1298165,Biotechnology,Athletics,4,77.09,350
College 40,India,3297,3485,-188,7.444095,328190,Computer Science,Cricket,45,97.91,270
College 68,South Africa,5341,14136,-8795,9.208873,2797746,Business Administration,Football,3,74.49,156
College 69,Switzerland,15727,10011,3800,7.721218500000001,2982437,Computer Science,Cricket,27,99.51,214
College 69,Canada,6402,1449,1156,9.251781999999999,603564,Biotechnology,Volleyball,13,72.25,541
College 16,Australia,2307,9723,-7416,10.0,4075408,Mathematics,Swimming,47,74.89,512
College 54,China,11631,10811,820,6.2770545,254109,Business Administration,Cricket,38,100.0,251
College 63,Australia,9117,5132,3985,9.6100345,4720069,Electrical Engineering,Swimming,7,62.84,326
College 18,Singapore,28405,10561,14729,9.95683,2193660,Mechanical Engineering,Tennis,35,72.9,708
College 17,USA,22416,4168,2716,8.9880155,3396031,Biotechnology,Swimming,14,69.26,377
College 99,India,26448,8953,13358,9.0732005,2866401,Biotechnology,Cricket,27,77.56,455
College 82,Australia,5501,4185,722,7.4356860000000005,1151372,Business Administration,Cricket,3,97.17999999999999,251
College 4,South Africa,7040,12956,-5916,8.820586500000001,4761173,Mechanical Engineering,Athletics,8,91.82,357
College 95,China,2863,2834,29,8.5649715,2869943,Biotechnology,Athletics,43,78.0,278
College 95,China,11470,10377,1093,9.5667265,4093453,Chemical Engineering,Cricket,40,81.32,222
College 9,USA,9423,14934,-5511,10.0,3839069,Civil Engineering,Chess,5,84.81,356
College 31,India,12998,7079,5919,9.068512,817024,Business Administration,Badminton,18,96.25999999999999,568
College 5,India,4203,1901,2302,9.6753775,2250755,Mechanical Engineering,Cricket,3,79.89999999999999,279
College 100,Switzerland,11614,1478,10136,7.459307,838614,Chemical Engineering,Volleyball,39,97.98,336
College 16,India,13753,9050,4703,9.279688,3639376,Biotechnology,Volleyball,9,96.54,252
College 42,South Africa,23818,1856,11367,8.5363005,3692601,Mechanical Engineering,Volleyball,13,80.82,560
College 41,South Africa,21850,2347,3635,8.4880325,4576065,Economics,Swimming,40,66.50999999999999,422
College 80,UK,23900,12809,8392,6.4182945,1376589,Business Administration,Football,22,65.42999999999999,593
College 84,USA,18123,6110,4979,10.0,4287207,Physics,Tennis,8,81.35,372
College 30,South Africa,21944,3682,9434,9.821561500000001,1723123,Economics,Football,2,93.65,309
College 26,UK,21842,8454,10145,9.292588499999999,1885177,Physics,Football,19,74.66000000000001,344
College 49,USA,8286,5000,2165,9.327097,4414194,Computer Science,Volleyball,43,100.0,262
College 31,Singapore,2657,9718,-7061,7.512354,2784708,Electrical Engineering,Swimming,45,74.25,460
College 50,Switzerland,7497,3005,4492,8.7091565,2078313,Physics,Badminton,31,68.38,404
College 15,Singapore,9679,2912,6767,7.3581970000000005,336394,Mechanical Engineering,Badminton,26,88.63,185
College 52,Canada,16279,8888,5668,8.4461245,4232249,Electrical Engineering,Athletics,13,75.28999999999999,392
College 38,Japan,25541,2252,13402,10.0,3170426,Mathematics,Tennis,42,84.76,423
College 38,USA,28721,5089,2184,10.0,3927829,Physics,Tennis,32,92.61,783
College 60,China,10588,14424,-3836,7.992530500000001,2105061,Electrical Engineering,Volleyball,20,100.0,328
College 20,Singapore,7371,3065,4306,8.3457175,3151435,Chemical Engineering,Basketball,18,91.92999999999999,404
College 99,Switzerland,14491,7978,6513,8.3143165,1668633,Mathematics,Badminton,40,99.24,402
College 87,India,8973,13072,-4099,9.1378925,3275785,Electrical Engineering,Tennis,23,71.35,395
College 44,Switzerland,2902,7743,-4841,9.6291295,3838259,Mechanical Engineering,Chess,29,91.71000000000001,139
College 89,UK,2839,6132,-3293,8.1845935,2289187,Mathematics,Football,15,83.2,208
College 63,Switzerland,27868,13371,8985,7.592055500000001,464111,Mechanical Engineering,Chess,6,69.33,561
College 50,UK,22292,5685,5820,8.635059,3790118,Physics,Chess,11,69.74,340
College 22,Canada,7751,3067,4684,9.212822,1885644,Economics,Badminton,42,70.37,450
College 72,Singapore,11613,14110,-2497,10.0,4599632,Business Administration,Basketball,39,97.61,185
College 54,India,15673,12727,2946,9.796203,4572406,Economics,Swimming,38,68.95,369
College 9,India,18775,11953,6822,5.8893854999999995,838771,Mathematics,Chess,49,76.89,284
College 15,Singapore,1288,8768,-7480,8.249058,3438116,Economics,Athletics,2,97.96000000000001,436
College 48,South Africa,15862,2666,1884,7.8407694999999995,2901539,Chemical Engineering,Chess,27,66.58,630
College 20,Japan,29075,10640,764,7.1033945,1946789,Chemical Engineering,Basketball,10,65.51,703
College 35,Japan,22026,11100,6272,6.8159265,1291853,Economics,Athletics,17,75.82000000000001,275
College 67,UK,15393,2076,3033,10.0,1798081,Mechanical Engineering,Basketball,8,79.85,413
College 60,Japan,1791,8087,-6296,8.523174,3346348,Chemical Engineering,Athletics,22,90.09,455
College 98,Switzerland,17542,1666,1543,7.971541,2883082,Business Administration,Volleyball,34,63.949999999999996,425
College 34,UK,29703,6831,13192,7.9450755,790151,Physics,Badminton,29,84.08000000000001,505
College 100,Japan,7816,2107,5709,7.9676545,1675309,Electrical Engineering,Tennis,44,94.31,304
College 99,UK,11855,10618,1237,7.2101505,3660301,Mechanical Engineering,Athletics,4,92.79,580
College 73,India,27609,10215,8810,9.4757635,4111527,Biotechnology,Cricket,24,63.99,659
College 94,Australia,12371,5451,3390,8.5790205,2698041,Physics,Badminton,0,96.1,374
College 54,UK,13922,4420,9502,9.915708,3571416,Business Administration,Cricket,37,82.07000000000001,496
College 90,USA,25042,2706,6651,8.179936999999999,1999874,Mathematics,Volleyball,33,100.0,730
College 12,UK,8529,1999,4924,9.6307385,3081477,Chemical Engineering,Basketball,15,61.62,223
College 88,Japan,23755,1031,6362,9.081081,602162,Economics,Swimming,40,65.93,504
College 19,Japan,25458,11140,664,8.8528175,4245635,Biotechnology,Chess,1,68.47999999999999,697
College 80,South Africa,29255,736,5862,8.8550925,3730185,Mechanical Engineering,Basketball,45,78.86,761
College 26,South Africa,20196,13823,1671,8.1023545,944709,Physics,Badminton,18,66.75999999999999,344
College 23,USA,19170,4543,5618,9.0503115,2600623,Civil Engineering,Swimming,21,63.6,368
College 33,Australia,3094,13932,-10838,10.0,4465798,Computer Science,Athletics,18,71.03,480
College 57,South Africa,10666,1653,9013,8.9182685,3996537,Mechanical Engineering,Football,30,81.91,578
College 30,South Africa,8664,5797,2867,8.508753500000001,1037507,Civil Engineering,Football,28,82.21,168
College 23,Australia,17391,5151,1030,8.429551,3679102,Civil Engineering,Volleyball,32,64.53,672
College 74,India,8328,10609,-2281,10.0,2962535,Computer Science,Swimming,46,81.02,452
College 36,India,7482,7886,-404,10.0,3738836,Electrical Engineering,Volleyball,6,92.94,533
College 95,South Africa,17610,2181,675,6.9252234999999995,590447,Chemical Engineering,Tennis,48,77.31,401
College 86,UK,25360,1195,12300,9.7051405,3610281,Mechanical Engineering,Volleyball,38,71.92999999999999,475
College 43,Japan,21460,8233,4875,8.3662925,2832585,Mathematics,Football,2,100.0,278
College 66,Australia,7919,6011,1908,8.586708,1373416,Mechanical Engineering,Chess,42,85.41,235
College 53,India,6755,14927,-8172,9.113245,2686490,Computer Science,Cricket,3,96.61,172
College 87,India,8193,5782,2411,10.0,1859770,Business Administration,Swimming,30,67.05,446
College 99,Singapore,29562,2252,3047,10.0,3036591,Economics,Chess,19,89.48,588
College 60,Australia,12627,3201,2642,6.8252345000000005,430469,Mathematics,Basketball,13,76.08,617
College 37,Canada,13730,5078,8652,8.7507535,1201507,Chemical Engineering,Badminton,42,76.34,424
College 61,Switzerland,17008,3031,4275,7.4877315,3475463,Physics,Tennis,39,76.83000000000001,456
College 96,USA,17741,4117,8314,10.0,1501898,Business Administration,Volleyball,20,91.39,335
College 53,Singapore,4938,5985,-1047,9.604575,4189150,Business Administration,Badminton,42,75.51,446
College 12,Japan,29166,3333,4649,8.087564,2835128,Mathematics,Badminton,30,86.37,591
College 35,Canada,23467,5980,14255,7.313588,2887176,Mechanical Engineering,Cricket,10,69.23,292
College 67,Switzerland,23789,4469,5613,6.8329125,245825,Chemical Engineering,Tennis,22,80.34,492
College 98,Singapore,1097,11529,-10432,8.726683,3833366,Business Administration,Chess,39,83.21000000000001,87
College 38,Canada,13792,1773,12019,10.0,4049082,Mathematics,Tennis,2,94.97,270
College 24,Canada,29988,12275,8157,8.287175999999999,3374352,Mechanical Engineering,Swimming,29,100.0,755
College 81,Singapore,23770,2865,8912,8.3214475,1262895,Economics,Volleyball,3,68.78999999999999,694
College 40,USA,21495,11382,4094,7.757552,895104,Physics,Swimming,6,79.03,576
College 65,UK,19121,13101,2704,9.128788,2497576,Physics,Football,3,76.69,286
College 57,Japan,17291,6498,10793,8.591529999999999,2243060,Mathematics,Tennis,49,65.74000000000001,253
College 72,India,17909,4210,548,7.0763685,1312737,Economics,Swimming,31,64.98,437
College 79,Japan,20576,2486,7454,7.6648935,249787,Mechanical Engineering,Swimming,35,88.61,617
College 45,Singapore,1390,9008,-7618,7.4755465,2371093,Computer Science,Football,47,66.78,194
College 89,Japan,21289,10556,3205,8.577878499999999,2115757,Electrical Engineering,Swimming,1,97.27,495
College 72,India,27910,10547,812,8.8797745,3619549,Electrical Engineering,Cricket,27,98.60000000000001,620
College 96,China,20996,13481,7515,7.766407500000001,1892815,Physics,Tennis,43,89.56,465
College 13,Switzerland,21922,584,5796,10.0,3694599,Computer Science,Badminton,26,71.07,366
College 79,China,13112,9178,773,8.682661,1005322,Economics,Swimming,16,64.46,603
College 6,South Africa,26039,14217,11822,8.4979195,555839,Computer Science,Athletics,24,76.01,455
College 97,Japan,10457,7539,2918,9.826555500000001,3053111,Civil Engineering,Swimming,27,75.54,235
College 71,UK,7734,6927,807,6.8397475,3419495,Economics,Cricket,18,91.99,302
College 97,South Africa,1411,6590,-5179,8.6322575,3804515,Chemical Engineering,Cricket,25,67.75,190
College 47,Australia,13091,11244,1847,8.341179499999999,1422359,Physics,Basketball,20,97.75,406
College 93,Australia,7653,4672,2981,10.0,4163562,Electrical Engineering,Swimming,33,77.5,235
College 44,China,26837,1882,13344,8.5875745,4775149,Mathematics,Cricket,48,76.36,494
College 32,China,20973,6148,1552,9.0209665,1221933,Biotechnology,Tennis,15,82.44,328
College 3,UK,16084,7699,5172,7.0980765,216153,Economics,Football,5,89.6,336
College 54,India,7277,14263,-6986,9.07112,3602240,Economics,Tennis,12,70.69,535
College 84,Singapore,8450,8520,-70,8.3175285,1155057,Mechanical Engineering,Volleyball,18,99.1,255
College 78,Singapore,6812,734,6078,10.0,4928746,Civil Engineering,Badminton,48,100.0,550
College 92,UK,2000,4400,-2400,8.7607655,1181531,Physics,Volleyball,11,100.0,275
College 38,Japan,8184,10021,-1837,7.505962,1451924,Economics,Badminton,16,92.71,429
College 4,South Africa,28465,1351,2379,9.517031,474062,Biotechnology,Football,5,63.55,495
College 79,South Africa,3416,7364,-3948,10.0,2716836,Economics,Swimming,42,75.09,134
College 17,Canada,10533,3729,6804,7.837949,675898,Computer Science,Basketball,44,80.91000000000001,286
College 37,China,24873,3100,2584,9.0732725,4266545,Physics,Athletics,40,79.01,430
College 88,Australia,24245,7783,9003,7.6768075,1733615,Economics,Football,22,81.48,488
College 36,Singapore,15903,7100,8803,9.6120435,2304087,Physics,Athletics,31,92.39,267
College 58,USA,24828,13798,9004,9.7617055,2803411,Physics,Football,16,99.16,747
College 41,China,21322,14664,5349,9.084913,1829826,Mechanical Engineering,Football,3,88.05,365
College 8,UK,14659,4473,1859,8.4988895,3537779,Electrical Engineering,Football,5,77.36,314
College 67,South Africa,11483,11603,-120,7.471525,2403050,Chemical Engineering,Volleyball,32,81.45,258
College 30,India,9638,5288,4350,8.6322345,4724469,Mechanical Engineering,Athletics,43,99.6,528
College 86,Switzerland,8715,10581,-1866,7.8351299999999995,2070260,Computer Science,Volleyball,24,94.35000000000001,210
College 52,China,28304,3885,3317,8.0326185,3925237,Business Administration,Football,5,68.06,691
College 97,Australia,9364,1515,7849,8.1331235,3866247,Business Administration,Badminton,35,64.67,211
College 25,USA,29414,2292,13076,8.4350505,3750101,Electrical Engineering,Chess,25,79.41,665
College 52,Japan,1948,5778,-3830,6.820688499999999,861377,Economics,Football,41,95.66,256
College 59,USA,5031,13959,-8928,8.385223,2290446,Mechanical Engineering,Badminton,49,96.80000000000001,452
College 30,South Africa,17211,3131,7186,8.871529,3403058,Mathematics,Swimming,9,87.38000000000001,545
College 67,Japan,1646,5089,-3443,10.0,4844002,Electrical Engineering,Badminton,20,67.16,333
College 4,Australia,14205,13593,612,9.441431000000001,2442862,Mathematics,Volleyball,10,84.76,417
College 93,Singapore,25684,5163,9134,7.8732305,2226461,Computer Science,Volleyball,1,77.07,578
College 57,India,24409,6305,13397,7.273769,1227538,Biotechnology,Swimming,48,64.8,559
College 63,UK,10435,12413,-1978,8.5386105,1917221,Civil Engineering,Volleyball,27,96.45,294
College 32,Japan,22535,9497,6859,8.699659,1519318,Mechanical Engineering,Swimming,48,92.25,569
College 87,UK,3450,3277,173,10.0,4838479,Mechanical Engineering,Basketball,5,66.2,162
College 83,Canada,22275,1598,10114,9.085072,3330144,Mathematics,Volleyball,44,100.0,285
College 79,USA,28864,11649,13756,7.2136759999999995,387352,Civil Engineering,Chess,3,75.59,659
College 51,USA,3901,9416,-5515,8.531708,303416,Mechanical Engineering,Football,15,82.51,98
College 63,India,9001,4170,3160,9.813927000000001,687854,Electrical Engineering,Athletics,0,71.95,537
College 80,India,6844,14383,-7539,7.406026499999999,1192053,Chemical Engineering,Volleyball,2,86.18,259
College 87,Singapore,19117,12629,6488,8.167554,2595108,Mathematics,Cricket,26,82.33,285
College 1,Canada,5064,11311,-6247,9.550508500000001,2821017,Computer Science,Swimming,18,80.71,379
College 19,Canada,25045,4613,13944,9.6706145,4441229,Mathematics,Swimming,41,87.44999999999999,394
College 35,Canada,12061,7302,4759,7.506225,912450,Computer Science,Badminton,15,98.77,555
College 63,India,3882,11069,-7187,7.6028199999999995,1445640,Mathematics,Volleyball,2,91.88000000000001,184
College 94,India,8743,14348,-5605,8.0998845,3279769,Chemical Engineering,Badminton,2,68.94,449
College 81,Switzerland,12799,6057,1807,8.2101505,3140301,Electrical Engineering,Volleyball,36,64.37,290
College 26,Switzerland,17139,6282,2824,8.421725,3243450,Economics,Swimming,45,100.0,294
College 13,China,23084,3523,4975,6.9799995,299999,Economics,Chess,46,86.55999999999999,516
College 86,Japan,12221,11156,1065,8.753335,4306670,Business Administration,Volleyball,3,66.94,529
College 23,Canada,10555,12326,-1771,7.396368,2012736,Electrical Engineering,Chess,44,87.97,262
College 97,Australia,20424,14682,4212,8.272746,665492,Computer Science,Basketball,9,82.75,664
College 91,India,9643,962,5129,8.2932185,2866437,Economics,Volleyball,22,99.01,467
College 35,Switzerland,28289,3535,2796,9.0565835,3933167,Mechanical Engineering,Tennis,21,86.13,440
College 12,Canada,12279,3577,8702,7.6548145,2269629,Physics,Basketball,35,65.9,238
College 9,Canada,23243,12558,10685,9.226483,4652966,Mechanical Engineering,Basketball,18,95.25999999999999,566
College 98,China,27770,6492,11651,9.147941,4675882,Computer Science,Cricket,17,70.85000000000001,717
College 78,South Africa,26118,2176,5251,9.1086965,1577393,Physics,Badminton,29,70.48,325
College 67,UK,2794,12739,-9945,9.292197999999999,684396,Mechanical Engineering,Badminton,33,91.50999999999999,470
College 44,USA,3894,9081,-5187,9.550823000000001,501646,Mathematics,Badminton,13,89.28999999999999,471
College 61,Canada,4824,9126,-4302,7.7881475,1856295,Physics,Football,17,82.08,103
College 21,Singapore,23007,7074,6098,9.5390085,4458017,Civil Engineering,Basketball,36,81.22,715
College 7,USA,11294,12187,-893,9.559435,3238870,Electrical Engineering,Swimming,14,77.53,219
College 97,USA,7026,10718,-3692,9.863192,4606384,Biotechnology,Football,27,97.63000000000001,167
College 99,USA,15095,700,9646,8.6565595,533119,Economics,Football,32,71.7,476
College 11,Japan,19802,9269,10533,8.1501635,3620327,Computer Science,Cricket,6,82.14999999999999,568
College 45,Canada,20886,1458,11443,9.6884755,4096951,Economics,Swimming,31,84.83,574
College 32,South Africa,27150,4277,6737,8.010693,3221386,Computer Science,Football,32,82.79,453
College 86,Australia,23504,9368,1183,7.4824744999999995,264949,Economics,Athletics,30,81.53,339
College 83,Canada,11346,10414,932,9.782461999999999,4304924,Mathematics,Badminton,32,63.21,460
College 36,Australia,7774,5785,1377,7.9447090000000005,4929418,Civil Engineering,Athletics,10,81.94,444
College 37,India,3099,1802,1297,8.5545555,4029111,Biotechnology,Swimming,46,87.72,318
College 75,South Africa,25960,6202,10618,10.0,2939895,Civil Engineering,Football,15,76.81,681
College 41,China,20615,4664,1008,6.9503015,1200603,Mechanical Engineering,Football,25,79.65,595
College 77,Switzerland,15712,12862,2850,9.868531999999998,1157064,Economics,Badminton,34,83.29,627
College 92,USA,16431,688,10683,10.0,4937201,Economics,Cricket,5,60.9,545
College 49,UK,17914,8588,9326,8.4005585,621117,Business Administration,Cricket,8,69.06,289
College 15,USA,4770,11766,-6996,10.0,1694857,Business Administration,Badminton,5,88.3,416
College 13,South Africa,13633,10645,2619,9.0237465,1487493,Civil Engineering,Athletics,40,90.13,556
